parent,child
h2,g__Micromonospora|s__coxensis
h9,g__Thermaerobacter|s__sp. PB12/4term
h7,g__Brucella|s__microti
h8,g__Mobilicoccus|s__sp. NJES-13
h1,g__Corynebacterium|s__glaucum
ThiosulfateConsumptionimport,g__Acidithiobacillus|s__caldus
h7,g__Candidatus Sneabacter|s__namystus
h2,g__Candidatus Phytoplasma|s__Onion yellows phytoplasma
h9,g__Terricaulis|s__silvestris
h5,g__Nitrosopumilus|s__Candidatus Nitrosopumilus sediminis
h7,g__Mycolicibacterium|s__confluentis
h0,g__Salipiger|s__pacificus
h3,g__Actinobacillus|s__lignieresii
h0,g__Kangiella|s__sediminilitoris
h6,g__Psychrobacter|s__urativorans
c__Gammaproteobacteria,g__Salmonella|s__sp. HNK130
c__Bacilli,g__Sporosarcina|s__sp. P33
c__Actinobacteria,g__Cellulomonas|s__sp. 40-2
c__Fimbriimonadia,g__Thermobaculum|s__terrenum
c__Gammaproteobacteria,g__Marinobacter|s__salarius
h2,g__Blastomonas|s__fulva
c__Actinobacteria,g__Brachybacterium|s__sp. P6-10-X1
h1,g__Providencia|s__sp. WCHPHu000369
h1,g__Polaromonas|s__sp. Pch-P
c__Chitinophagia,g__Arachidicoccus|s__ginsenosidivorans
h6,g__Streptomyces|s__fodineus
h5,g__Corynebacterium|s__sp. 4H37-19
h2,g__Nocardia|s__cyriacigeorgica
h2,g__Burkholderia|s__oklahomensis
h7,g__Acidibrevibacterium|s__fodinaquatile
h5,g__Kaistella|s__Chryseobacterium jeonii
h7,g__Micromonospora|s__echinofusca
h2,g__Citrobacter|s__sp. RHBSTW-00599
h8,g__Actinoplanes|s__friuliensis
h8,g__Polaromonas|s__sp. H8N
h9,g__Enterococcus|s__sp.
8,g__Alcanivorax|s__pacificus
h2,g__Burkholderia|s__multivorans
h2,g__Mycoplasma|s__agalactiae
h8,g__Psychrobacter|s__sp. 28M-43
h3,g__Paenisporosarcina|s__antarctica
c__Bacilli,g__Lactobacillus|s__crispatus
c__Betaproteobacteria,g__Variovorax|s__sp. PBL-H6
h2,g__Desulfovibrio|s__Candidatus Desulfovibrio trichonymphae
h8,g__Aerococcus|s__urinae
h5,g__Rummeliibacillus|s__stabekisii
c__Alphaproteobacteria,g__Sphingomonas|s__sp. XS-10
h3,g__Kroppenstedtia|s__pulmonis
h7,g__Alloactinosynnema|s__sp. L-07
h1,g__Streptococcus|s__constellatus
h9,g__Lactobacillus|s__gasseri
h5,g__Plantactinospora|s__sp. KBS50
h9,g__Pseudomonas|s__sp. NP-1
h2,g__Sphingomonas|s__sp. sand1-3
h4,g__Solibacillus|s__silvestris
h9,g__Paenibacillus|s__sp. FSL P4-0081
h8,g__Paenibacillus|s__cellulosilyticus
h0,g__Bacillus|s__tropicus
h4,g__Pyrococcus|s__abyssi
h8,g__Pseudoalteromonas|s__translucida
h8,g__Klebsiella|s__variicola
c__Actinobacteria,g__Streptomyces|s__sp. YIM 121038
c__Methanococci,g__Methanotorris|s__igneus
h1,g__Staphylococcus|s__fleurettii
h2,g__Citrobacter|s__farmeri
h6,g__Photobacterium|s__damselae
h9,g__Leptotrichia|s__sp. oral taxon 847
h2,g__Sulfitobacter|s__sp. SK011
h7,g__Hirschia|s__baltica
h8,g__Lachnoclostridium|s__[Clostridium] hylemonae
AcetateConsumptionimport,g__Wolinella|s__succinogenes
h7,g__Limnoglobus|s__roseus
h2,g__Pseudomonas|s__sp. SK
h3,g__Frankia|s__alni
c__Gammaproteobacteria,g__Pseudoalteromonas|s__sp. Scap25
h6,g__Chania|s__multitudinisentens
c__Gammaproteobacteria,g__Granulosicoccus|s__antarcticus
h5,g__Tomitella|s__sp. HY172
h9,g__Thermosediminibacter|s__oceani
c__Gammaproteobacteria,g__Vespertiliibacter|s__pulmonis
h6,g__Fervidobacterium|s__nodosum
h0,g__Runella|s__sp. SP2
h3,g__Roseovarius|s__sp. THAF9
h9,g__Microbacterium|s__testaceum
h1,g__Sodalis|s__endosymbiont of Henestaris halophilus
h9,g__Synechococcus|s__sp. RS9915
c__Betaproteobacteria,g__Burkholderia|s__sp. CCGE1003
h7,g__Thermococcus|s__sp. P6
c__Gammaproteobacteria,g__Haemophilus|s__parahaemolyticus
h3,g__Haloplanus|s__rallus
h6,g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
c__Actinobacteria,g__Bifidobacterium|s__eulemuris
h7,g__Lysobacter|s__oculi
h7,g__Vibrio|s__sp. SM1977
h9,g__Geobacter|s__lovleyi
h7,g__Stenotrophomonas|s__sp. SAU14A_NAIMI4_8
h7,g__Pseudomonas|s__sp. S150
h9,g__Haloplanus|s__aerogenes
h3,g__Thermococcus|s__sp. 4557
AcetateProductionexport,g__Streptococcus|s__sanguinis
h9,g__Streptomyces|s__sp. ICC4
output,L-LysineLysineD-LysineConsumptionimport
h9,g__Desulfotomaculum|s__ferrireducens
c__Gammaproteobacteria,g__Vibrio|s__metoecus
h1,g__Pseudomonas|s__migulae
h3,g__Granulosicoccus|s__antarcticus
h7,g__Flavobacterium|s__faecale
h9,g__Bacteroides|s__sp. HF-5141
h3,g__Cyanothece|s__sp. PCC 7425
h9,g__Hydrogenophaga|s__sp. NH-16
h4,g__Hyphomonas|s__sp. Mor2
c__Gammaproteobacteria,g__Mannheimia|s__varigena
c__Clostridia,g__Lacrimispora|s__sphenoides
h1,g__Chryseobacterium|s__sp. 6424
MucinMucusGlycoproteinMacromoleculedegradation,g__Parabacteroides|s__distasonis
h9,g__Polaromonas|s__sp.
h3,g__Kocuria|s__sp. TGY1120_3
h5,g__Lacrimispora|s__saccharolytica
h7,g__Wolbachia|s__endosymbiont of Cruorifilaria tuberocauda
h2,g__Mycobacterium|s__marinum
h5,g__Barnesiella|s__viscericola
output,AdenosylcobalaminVitaminB12CobamidecoenzymeCobIIalaminVitaminB12rCobIalaminVitaminB12sAquacobalaminCobalaminIIIConsumptionimportproductionexport
h4,g__Bradyrhizobium|s__sp. ORS 285
CO2Productionexport,g__Bacillus|s__atrophaeus
h1,g__Lacticaseibacillus|s__Lactobacillus manihotivorans
h2,g__Massilia|s__sp. YMA4
h2,g__Virgibacillus|s__halodenitrificans
h7,g__Proteus|s__vulgaris
h3,g__Candidatus Reidiella|s__endopervernicosa
h8,g__Clostridium|s__botulinum
h1,g__Glaciihabitans|s__sp. INWT7
h4,g__Geobacillus|s__sp. WCH70
ButanolProductionexport,g__Clostridium|s__acetobutylicum
h9,g__Xylella|s__fastidiosa
h1,g__Taylorella|s__asinigenitalis
h9,g__Hydrogenophaga|s__sp. PBC
h9,g__Chromobacterium|s__sp. Rain0013
h7,g__Halomonas|s__sp. GFAJ-1
132,g__Flavobacterium|s__sp. LPB0248
c__Gammaproteobacteria,g__Dickeya|s__dianthicola
h2,g__Arthrobacter|s__sp. PAMC25564
h3,g__Citrobacter|s__sp. RHBSTW-00107
h8,g__Bifidobacterium|s__catenulatum
h8,g__Nostoc|s__edaphicum
c__Alphaproteobacteria,g__Wolbachia|s__endosymbiont of Brugia pahangi
c__Gammaproteobacteria,g__Proteus|s__sp. 3M
h0,g__Mycolicibacterium|s__helvum
h6,g__Staphylococcus|s__saprophyticus
3,g__Paraprevotella|s__xylaniphila
LactoseConsumptionimport,g__Actinobacillus|s__succinogenes
c__Actinobacteria,g__Pimelobacter|s__simplex
c__Actinobacteria,g__Corynebacterium|s__testudinoris
h1,g__Bradyrhizobium|s__vignae
h2,g__Candidatus Nanopelagicus|s__limnes
h6,g__Pediococcus|s__inopinatus
h7,g__Leptotrichia|s__sp. oral taxon 498
h2,g__Geobacter|s__sp. M21
h7,g__Agrobacterium|s__sp. CGMCC 11546
8,g__Capnocytophaga|s__stomatis
5,g__Clostridium|s__tetani
h3,g__Alteromonas|s__pelagimontana
h4,g__Orientia|s__tsutsugamushi
h8,g__Chryseobacterium|s__aureum
CholicacidCholateProductionexport,g__Listeria|s__monocytogenes
h1,g__Oscillibacter|s__sp. PEA192
h0,g__Niastella|s__koreensis
h3,g__Vibrio|s__crassostreae
h4,g__Amycolatopsis|s__sp. AA4
h8,g__Candidatus Kuenenia|s__stuttgartiensis
h5,g__Finegoldia|s__magna
h0,g__Luteimonas|s__sp. JM171
h2,g__Anoxybacillus|s__sp. B7M1
h1,g__Pseudoalteromonas|s__tetraodonis
h2,g__Actinomyces|s__sp. ZJ750
h7,g__Rippkaea|s__orientalis
h5,g__Corynebacterium|s__urealyticum
h5,g__Mycoplasma|s__ovis
h7,g__Truepera|s__radiovictrix
c__Alphaproteobacteria,g__Rhizobium|s__sp. Kim5
AcetateConsumptionimport,g__Methanobrevibacter|s__ruminantium
h4,g__Yersinia|s__frederiksenii
h1,g__Acinetobacter|s__junii
h1,g__Novosphingobium|s__aromaticivorans
h1,g__Paenarthrobacter|s__sp. YJN-D
h5,g__Acinetobacter|s__sp. NEB149
h5,g__Citrobacter|s__sp. 36-4CPA
h0,g__Streptococcus|s__equi
h6,g__Spiroplasma|s__cantharicola
h2,g__Sulfurospirillum|s__barnesii
h0,g__Chlorobium|s__phaeovibrioides
h4,g__Desulfofarcimen|s__acetoxidans
h4,g__Campylobacter|s__iguaniorum
h4,g__Sulfurimicrobium|s__lacus
h1,g__Sulfitobacter|s__sp. AM1-D1
h6,g__Corynebacterium|s__ammoniagenes
h8,g__Bacillus|s__tequilensis
h0,g__Methylobacillus|s__flagellatus
h3,g__Pseudomonas|s__sp. LPH1
h2,g__Alkaliphilus|s__metalliredigens
h3,g__Stygiolobus|s__azoricus
h9,g__Actinomyces|s__pacaensis
SulfurElementalsulfurConsumptionimport,g__Rhodobacter|s__capsulatus
313,g__Stenotrophomonas|s__sp. 169
MethaneCH4Productionexport,g__Methanohalobium|s__evestigatum
h6,g__Roseobacter|s__litoralis
h9,g__Treponema|s__pedis
h8,g__Nocardia|s__sp. WCH-YHL-001
h7,g__Paenibacillus|s__naphthalenovorans
h1,g__Coriobacterium|s__glomerans
c__Bacilli,g__Lactiplantibacillus|s__Lactobacillus pentosus
output,332
h4,g__Methylobacterium|s__currus
h5,g__Synechococcus|s__sp. RSCCF101
h4,g__Actinomyces|s__sp. dk561
h9,g__Brevundimonas|s__diminuta
c__Actinobacteria,g__Streptomyces|s__sp. endophyte_N2
h4,g__Mumia|s__sp. ZJ1417
281,g__Pandoraea|s__sp. XY-2
PectinMacromoleculedegradation,g__Bifidobacterium|s__catenulatum
h2,g__Vibrio|s__sp. THAF190c
224,g__Tistrella|s__mobilis
h2,g__Microvirga|s__ossetica
h0,g__Kocuria|s__flava
h6,g__Pseudomonas|s__balearica
h3,g__Ruminiclostridium|s__sp. MA18
h6,g__Psychrobacillus|s__glaciei
h8,g__Synechococcus|s__sp. RS9909
h2,g__Achromobacter|s__insolitus
c__Bacilli,g__Bacillus|s__sp. N3536
h1,g__Dickeya|s__fangzhongdai
h4,g__Rothia|s__terrae
h5,g__Thermosphaera|s__aggregans
h5,g__Draconibacterium|s__sp. M1
h0,g__Desulfurococcus|s__amylolyticus
h4,g__Methylophaga|s__frappieri
315,g__Salinibaculum|s__litoreum
c__Alphaproteobacteria,g__Candidatus Paracaedibacter|s__acanthamoebae
c__Gammaproteobacteria,g__Pseudomonas|s__agarici
h3,g__Thermoanaerobacter|s__siderophilus
h2,g__Malaciobacter|s__Arcobacter molluscorum
h6,g__Mycobacterium|s__colombiense
h7,g__Fibrobacter|s__succinogenes
h7,g__Pseudomonas|s__kribbensis
h9,g__Clostridium|s__cellulovorans
c__Methanococci,g__Methanocaldococcus|s__bathoardescens
h1,g__Phycicoccus|s__endophyticus
h1,g__Aquitalea|s__sp. USM4
h8,g__Thermosulfidibacter|s__takaii
h7,g__Citrobacter|s__sp. SNU WT2
h4,g__Cupriavidus|s__taiwanensis
h7,g__Xanthomonas|s__translucens
h0,g__Aeromicrobium|s__sp. 592
h7,g__Staphylococcus|s__warneri
h5,g__Chromobacterium|s__violaceum
h7,g__Polaromonas|s__sp. H6N
h6,g__Thermovirga|s__lienii
h6,g__Enterobacter|s__roggenkampii
h2,g__Serratia|s__sp. ATCC 39006
h5,g__Luteimonas|s__sp. MC1825
20,g__Tepidiforma|s__bonchosmolovskayae
h0,g__Actinopolyspora|s__erythraea
h1,g__Dyella|s__sp. G9
h9,g__Actinomyces|s__sp. 299
h1,g__Sulfurospirillum|s__cavolei
h7,g__Halomonas|s__sp. hl-4
h6,g__Sediminispirochaeta|s__smaragdinae
h0,g__Catenovulum|s__sediminis
h2,g__Amycolatopsis|s__benzoatilytica
h2,g__Kocuria|s__sp. BT304
h0,g__Anaeromyxobacter|s__sp. K
h1,g__Apilactobacillus|s__Lactobacillus kunkeei
h1,g__Hoeflea|s__sp. IMCC20628
h4,g__Mycoplasma|s__sp. Phocoena C-264-GEN
h5,g__Streptomyces|s__sp. FQ1
h7,g__Acinetobacter|s__sp. 10FS3-1
h8,g__Novosphingobium|s__resinovorum
h0,g__Thauera|s__hydrothermalis
h9,g__Mesoplasma|s__tabanidae
h6,g__Chromobacterium|s__paludis
h7,g__Thermosulfidibacter|s__takaii
h6,g__Methyloligella|s__sp. GL2
h8,g__Photorhabdus|s__asymbiotica
h6,g__Rhodobaca|s__barguzinensis
h1,g__Luteibacter|s__rhizovicinus
h5,g__Citrobacter|s__werkmanii
h6,g__Pseudoalteromonas|s__piscicida
h6,g__Labrenzia|s__sp. THAF35
h7,g__Arcanobacterium|s__sp. JY-X040
h9,g__Sphingomonas|s__sp. HDW15C
h2,g__Serratia|s__plymuthica
h4,g__Alysiella|s__filiformis
h8,g__Marinomonas|s__sp. SM1966
h0,g__Pseudomonas|s__sp. SGAir0191
h8,g__Neisseria|s__subflava
h0,g__Ralstonia|s__pickettii
h2,g__Bordetella|s__sp. N
h2,g__Citromicrobium|s__sp. JL477
c__Actinobacteria,g__Nocardioides|s__sp. KUDC 5002
h5,g__Planococcus|s__halocryophilus
c__Synergistia,g__Acetomicrobium|s__mobile
h9,g__Bacillus|s__pumilus
h3,g__Agrobacterium|s__vitis
h5,g__Staphylococcus|s__kloosii
h0,g__Chitinimonas|s__arctica
h1,g__Planococcus|s__donghaensis
175,g__Cellulomonas|s__sp. JZ18
h6,g__Dehalogenimonas|s__formicexedens
c__Gammaproteobacteria,g__Legionella|s__jordanis
h5,g__Mycoplasma|s__phocirhinis
h3,g__Rhizobium|s__sp. CCGE532
c__Betaproteobacteria,g__Paraburkholderia|s__sprentiae
h3,g__Pseudomonas|s__graminis
h4,g__Thermanaerovibrio|s__acidaminovorans
h5,g__Streptomyces|s__subrutilus
L-ThreonineThreonineConsumptionimport,g__Clostridium|s__tetani
h1,g__Thermococcus|s__chitonophagus
h4,g__Streptococcus|s__suis
h7,g__Streptomyces|s__sp. 3214.6
c__Alphaproteobacteria,g__Leisingera|s__aquaemixtae
h7,g__Sphingomonas|s__koreensis
c__Gammaproteobacteria,g__Acinetobacter|s__sp. ACNIH2
h9,g__Corynebacterium|s__matruchotii
h8,g__Aminipila|s__sp. CBA3637
h8,g__Leuconostoc|s__garlicum
h9,g__Pseudomonas|s__marincola
h1,g__Hoyosella|s__subflava
h1,g__Streptococcus|s__sp. FDAARGOS_520
h0,g__Devosia|s__sp. I507
h5,g__Entomoplasma|s__somnilux
h5,g__Cupriavidus|s__nantongensis
h6,g__Streptomyces|s__cavourensis
h7,g__Nitrosomonas|s__sp. Is79A3
h8,g__Rahnella|s__sp. WMR66
h7,g__Moraxella|s__sp. TA144
h2,g__Streptomyces|s__sp. 769
h4,g__Streptococcus|s__equinus
h7,g__Geobacillus|s__thermodenitrificans
h9,g__Marisediminicola|s__antarctica
h0,g__Kribbella|s__qitaiheensis
h8,g__Rickettsia|s__australis
h7,g__Bacteroides|s__sp. PHL 2737
h4,g__Bradyrhizobium|s__betae
h2,g__Pyrolobus|s__fumarii
h5,g__Salmonella|s__Enterobacteriaceae endosymbiont of Donacia thalassina
h7,g__Meiothermus|s__taiwanensis
h0,g__Pseudomonas|s__sp. BJP69
h3,g__Oxalobacter|s__formigenes
c__Actinobacteria,g__Segniliparus|s__rotundus
h5,g__Bacillus|s__thuringiensis
c__Flavobacteriia,g__Elizabethkingia|s__meningoseptica
h6,g__Leuconostoc|s__mesenteroides
c__Actinobacteria,g__Streptomyces|s__rimosus
h3,g__Brevundimonas|s__subvibrioides
h8,g__Paenibacillus|s__kribbensis
h4,g__Rhizobium|s__oryzihabitans
h7,g__Herbaspirillum|s__seropedicae
h5,g__Marinobacter|s__sp. LV10R510-11A
h4,g__Pseudomonas|s__lalkuanensis
h2,g__Nocardioides|s__seonyuensis
h4,g__Solitalea|s__canadensis
h0,g__Streptococcus|s__halotolerans
c__Methanococci,g__Methanocaldococcus|s__fervens
output,157
11,g__Halomonas|s__elongata
h3,g__Streptomyces|s__roseochromogenus
h5,g__Micromonospora|s__coxensis
h5,g__Klebsiella|s__michiganensis
h6,g__Ichthyobacterium|s__seriolicida
h6,g__Streptomyces|s__sp. RLB1-33
h7,g__Methanospirillum|s__hungatei
h3,g__Staphylococcus|s__lugdunensis
h8,g__Actinobacillus|s__equuli
h7,g__Pantoea|s__sp. PSNIH1
h9,g__Streptococcus|s__sp. I-G2
h6,g__Epibacterium|s__mobile
h2,g__Micromonospora|s__sagamiensis
h2,g__Aromatoleum|s__aromaticum
h3,g__Mesorhizobium|s__oceanicum
c__Betaproteobacteria,g__Achromobacter|s__spanius
h7,g__Pseudomonas|s__monteilii
h7,g__Bernardetia|s__litoralis
31,g__Nitrospira|s__japonica
c__Alphaproteobacteria,g__Sphingorhabdus|s__lacus
h3,g__Pseudomonas|s__sp. ATCC 13867
h9,g__Turicibacter|s__sanguinis
h9,g__Actinomyces|s__sp. 432
h6,g__Leucobacter|s__muris
h2,g__Mycolicibacterium|s__phocaicum
h7,g__Acinetobacter|s__baumannii
h4,g__Nissabacter|s__sp. SGAir0207
h9,g__Synechococcus|s__sp. A15-44
h1,g__Flavobacterium|s__sp. KP1
h3,g__Synechococcus|s__sp. A15-62
h7,g__Shewanella|s__sp. Arc9-LZ
h5,g__Brucella|s__sp. 09RB8471
h0,g__Pseudomonas|s__syringae
h8,g__Bifidobacterium|s__angulatum
h1,g__Variovorax|s__sp. PAMC26660
h5,g__Mycobacterium|s__sp. DL90
h9,g__Bifidobacterium|s__breve
h8,g__Planococcus|s__plakortidis
h9,g__Altererythrobacter|s__sp. B11
c__Alphaproteobacteria,g__Nitrospirillum|s__amazonense
h7,g__Xanthomonas|s__vasicola
h1,g__Aminomonas|s__paucivorans
h2,g__Methanosphaera|s__sp. BMS
c__Actinobacteria,g__Streptomyces|s__ficellus
h4,g__Escherichia|s__coli
h6,g__Psychrobacter|s__sp. P2G3
h1,g__Serratia|s__ureilytica
h7,g__Clostridioides|s__difficile
h0,g__Corynebacterium|s__minutissimum
h5,g__Thermus|s__sp. 4C
h5,g__Salmonella|s__sp. SJTUF14154
h4,g__Fervidicoccus|s__fontis
c__Bacilli,g__Staphylococcus|s__agnetis
h2,g__Saccharothrix|s__syringae
h6,g__Pseudomonas|s__sp. A214
h6,g__Candidatus Midichloria|s__mitochondrii
c__Bacilli,g__Enterococcus|s__cecorum
h9,g__Sulfurospirillum|s__deleyianum
h8,g__Sphingorhabdus|s__lacus
h9,g__Halorubrum|s__sp. BOL3-1
c__Actinobacteria,g__Diaminobutyricimonas|s__sp. LJ205
0,g__Paenibacillus|s__cellulosilyticus
h5,g__Staphylococcus|s__nepalensis
h2,g__Streptococcus|s__lutetiensis
h2,g__Veillonella|s__dispar
h7,g__Gordonia|s__rubripertincta
h3,g__Halomonas|s__hydrothermalis
278,g__Massilia|s__sp. YMA4
h4,g__Arcobacter|s__venerupis
h2,g__Pseudomonas|s__lurida
h4,g__Parashewanella|s__spongiae
h7,g__Bacillus|s__weihaiensis
c__Halobacteria,g__Haloferax|s__volcanii
c__Mollicutes,g__Mycoplasma|s__Candidatus Mycoplasma haemolamae
h0,g__Actinobacillus|s__equuli
h2,g__Candidatus Arthromitus|s__sp. SFB-rat-Yit
h4,g__Leptotrichia|s__shahii
h8,g__Salipiger|s__profundus
h8,g__Actinomarinicola|s__tropica
h1,g__Edaphobacter|s__sp. 12200R-103
h3,g__Candidatus Vesicomyosocius|s__okutanii
h5,g__Methylomicrobium|s__album
h2,g__Halomonas|s__sp. THAF5a
FolicacidFolateVitaminB9Productionexport,g__Bifidobacterium|s__catenulatum
h6,g__Pseudonocardia|s__sp. EC080619-01
h6,g__Salinimonas|s__lutimaris
h9,g__Cronobacter|s__turicensis
h9,g__Staphylococcus|s__muscae
PropanoatePropionateProductionexport,g__Bacteroides|s__uniformis
h5,g__Veillonella|s__sp. T1-7
h7,g__Synechococcus|s__sp. NOUM97013
h2,g__Bosea|s__sp. F3-2
output,PyruvateProductionexport
h2,g__Rhodococcus|s__sp. DMU1
h8,g__Pseudomonas|s__sp. IzPS23
h1,g__Nitrosopumilus|s__cobalaminigenes
h9,g__Aeromonas|s__sp. 2692-1
c__Fusobacteriia,g__Leptotrichia|s__sp. oral taxon 498
h6,g__Geobacter|s__lovleyi
h1,g__Anaerococcus|s__prevotii
AcetateProductionexport,g__Enterococcus|s__gallinarum
h6,g__Sphingobium|s__sp. MI1205
h9,g__Candidatus Cardinium|s__Cardinium endosymbiont of Sogatella furcifera
h2,g__Planococcus|s__antarcticus
c__Gammaproteobacteria,g__Alteromonas|s__sp. RW2A1
h0,g__Halomonas|s__meridiana
h2,g__Spiribacter|s__salinus
h4,g__Achromobacter|s__sp. MFA1 R4
h4,g__Staphylococcus|s__argenteus
h5,g__Salarchaeum|s__sp. JOR-1
h7,g__Synechococcus|s__sp. PCC 7002
h9,g__Chryseobacterium|s__sp. G0162
h9,g__Rhodococcus|s__ruber
D-GlucoseGlucoseConsumptionimport,g__Clostridium|s__sporogenes
h0,g__Methylobacterium|s__terrae
h5,g__Dechloromonas|s__aromatica
h7,g__Kiritimatiella|s__glycovorans
h7,g__Ehrlichia|s__ruminantium
h3,g__Gemella|s__sanguinis
h3,g__Kytococcus|s__sedentarius
h2,g__Dictyoglomus|s__thermophilum
h5,g__Marinithermus|s__hydrothermalis
h0,g__Streptomyces|s__sp. W75
c__Gammaproteobacteria,g__Citrobacter|s__freundii
h0,g__Pseudomonas|s__sp. S35
h1,g__Sphingobium|s__chlorophenolicum
h5,g__Chryseobacterium|s__sp. F5649
h5,g__Pseudomonas|s__sp. KUIN-1
h8,g__Chelatococcus|s__sp. CO-6
c__Gammaproteobacteria,g__Raoultella|s__Enterobacteriaceae endosymbiont of Donacia vulgaris
h1,g__Chitinophaga|s__sp. XS-30
h7,g__Microbulbifer|s__thermotolerans
h0,g__Haemophilus|s__pittmaniae
h4,g__Pantoea|s__sp. 201603H
h9,g__Pseudomonas|s__sp. PONIH3
h6,g__Desulfovibrio|s__sp. G11
h1,g__Haloarcula|s__marismortui
h8,g__Mycobacteroides|s__saopaulense
h7,g__Mycoplasma|s__maculosum
c__Betaproteobacteria,g__Thiobacillus|s__sp.
h8,g__Brachyspira|s__murdochii
h9,g__Dickeya|s__sp. Secpp 1600
h2,g__Methyloligella|s__sp. GL2
h2,g__Vibrio|s__nigripulchritudo
h6,g__Pelobacter|s__acetylenicus
h2,g__Mycoplasma|s__sp. Mirounga ES2806-NAS
h4,g__Microbacterium|s__sp. PAMC 28756
h5,g__Companilactobacillus|s__Lactobacillus paralimentarius
h9,g__Phaeobacter|s__gallaeciensis
h1,g__Aggregatibacter|s__actinomycetemcomitans
h2,g__Bacillus|s__sp. JAS24-2
c__Flavobacteriia,g__Aequorivita|s__sublithincola
c__Gammaproteobacteria,g__Candidatus Carsonella|s__ruddii
h1,g__Adlercreutzia|s__sp. 8CFCBH1
h8,g__Caulobacter|s__segnis
h9,g__Thermacetogenium|s__phaeum
h7,g__Mycobacterium|s__xenopi
h7,g__Mycobacterium|s__lacus
h4,g__Thermodesulfobacterium|s__commune
h9,g__Adlercreutzia|s__equolifaciens
h4,g__Wolbachia|s__endosymbiont of Ctenocephalides felis wCfeJ
h2,g__Clostridium|s__sp. AWRP
0,g__Limnoglobus|s__roseus
h1,g__Amycolatopsis|s__sp. YIM 10
h4,g__Corynebacterium|s__uterequi
h0,g__Streptomyces|s__sp. Z022
h3,g__Gemmata|s__obscuriglobus
h6,g__Mycobacterium|s__haemophilum
241,g__Streptococcus|s__sp. CNU G2
h9,g__Pyrodictium|s__delaneyi
CO2Productionexport,g__Mycoplasma|s__crocodyli
h1,g__Cryobacterium|s__sp.
h7,g__Methylobacterium|s__mesophilicum
h6,g__Luteimonas|s__granuli
h6,g__Bacillus|s__sp. FJAT-45348
h4,g__Staphylococcus|s__delphini
h1,g__Frigoriglobus|s__tundricola
h4,g__Viridibacillus|s__sp. JNUCC-6
7,g__Luteibacter|s__rhizovicinus
h5,g__Xenorhabdus|s__nematophila
h7,g__Rhodoferax|s__sediminis
h8,g__Lentzea|s__guizhouensis
RaffinoseConsumptionimport,g__Aeromonas|s__hydrophila
h9,g__Spiroplasma|s__cantharicola
h2,g__Pseudodesulfovibrio|s__sp. zrk46
h3,g__Metabacillus|s__sp. KUDC1714
h3,g__Acidovorax|s__sp. JMULE5
h3,g__Sulfurimonas|s__autotrophica
h6,g__Actinomyces|s__pacaensis
c__Bacilli,g__Bacillus|s__sp. WP8
h3,g__Neorickettsia|s__helminthoeca
h5,g__Nostoc|s__sp. TCL240-02
h8,g__Dysosmobacter|s__welbionis
h4,g__Streptomyces|s__tuirus
15,g__Calothrix|s__sp. NIES-3974
c__Gammaproteobacteria,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Plateumaris sericea
h1,g__Geosporobacter|s__ferrireducens
h2,g__Legionella|s__fallonii
h5,g__Mesorhizobium|s__sp. INR15
h6,g__Roseivirga|s__pacifica
h0,g__Rhodococcus|s__jostii
h0,g__Streptomyces|s__sp. So13.3
h3,g__Runella|s__slithyformis
h3,g__Thermococcus|s__eurythermalis
h7,g__Novosphingopyxis|s__sp. pb63
h7,g__Methanobrevibacter|s__smithii
h0,g__Bacillus|s__sp. ZY-1-1
h0,g__Pseudomonas|s__sp. TCU-HL1
h1,g__Microbacterium|s__sp. RG1
h2,g__Bacillus|s__wiedmannii
h2,g__Saccharomonospora|s__viridis
c__Bacilli,g__Bacillus|s__sp. AM1(2019)
h0,g__Hymenobacter|s__sp. BRD67
h4,g__Bradyrhizobium|s__sp. CCBAU 21365
h3,g__Pseudomonas|s__fluorescens
h0,g__Acidithiobacillus|s__ferrooxidans
c__Betaproteobacteria,g__Vitreoscilla|s__filiformis
h3,g__Christensenella|s__minuta
h4,g__Gimesia|s__benthica
h5,g__Bacillus|s__coagulans
h6,g__Carboxydothermus|s__hydrogenoformans
h7,g__Sulfurisphaera|s__tokodaii
h4,g__Streptomyces|s__paludis
h8,g__Sedimenticola|s__thiotaurini
h7,g__Frondihabitans|s__sp. 762G35
h9,g__Streptomyces|s__malaysiensis
CO2Consumptionimport,g__Chloroflexus|s__aurantiacus
h2,g__Gloeobacter|s__kilaueensis
h4,g__Treponema|s__succinifaciens
h2,g__Lactobacillus|s__sp.
h0,g__Selenomonas|s__sp. oral taxon 136
h5,g__Jeotgalibaca|s__sp. PTS2502
h3,g__Propionibacterium|s__sp. oral taxon 193
h4,g__Staphylococcus|s__simulans
h7,g__Lactobacillus|s__sp. D1501
h6,g__Halorussus|s__sp. RC-68
h6,g__Pandoraea|s__faecigallinarum
h6,g__Actinomyces|s__sp. ZJ34
h9,g__Mycobacterium|s__sp. EPa45
h9,g__Janthinobacterium|s__agaricidamnosum
h0,g__Actinopolymorpha|s__singaporensis
h3,g__Wigglesworthia|s__glossinidia
h6,g__Waddlia|s__chondrophila
h9,g__Corynebacterium|s__ulcerans
h3,g__Cryobacterium|s__soli
h9,g__Entomoplasma|s__freundtii
