parent,child
h7,g__Streptomyces|s__albidoflavus
h0,g__Heliobacterium|s__modesticaldum
h3,g__Agrobacterium|s__larrymoorei
h9,g__Dickeya|s__poaceiphila
h7,g__Alcanivorax|s__xenomutans
output,185
h2,g__Roseobacter|s__denitrificans
h5,g__Streptococcus|s__pneumoniae
h4,g__Methanobrevibacter|s__sp. YE315
h2,g__Haloarcula|s__sp. CBA1115
h6,g__Friedmanniella|s__luteola
h8,g__Kangiella|s__sediminilitoris
h9,g__Nonlabens|s__sp. SY33080
h5,g__Ochrobactrum|s__sp. MT180101
CO2Productionexport,g__Mycoplasma|s__genitalium
h3,g__Streptomyces|s__subrutilus
h7,g__Chryseobacterium|s__sp. F5649
h9,g__Mesorhizobium|s__sp. M6A.T.Cr.TU.016.01.1.1
h1,g__Urechidicola|s__croceus
g__Rhodococcus,g__Rhodococcus|s__sp. WAY2
h9,g__Thermomonas|s__carbonis
h3,g__Thermoplasma|s__volcanium
h5,g__Glaesserella|s__sp. 15-184
h2,g__Paenibacillus|s__donghaensis
h4,g__Rhodococcus|s__sp. p52
h6,g__Desulfohalobium|s__retbaense
LactoseConsumptionimport,g__Streptococcus|s__dysgalactiae
h2,g__Mycoplasma|s__synoviae
h1,g__Intestinibaculum|s__porci
h4,g__Comamonas|s__testosteroni
h8,g__Magnetococcus|s__marinus
h1,g__Roseovarius|s__sp. THAF9
h1,g__Halomonas|s__chromatireducens
h5,g__Mesorhizobium|s__japonicum
h0,g__Enterobacter|s__cloacae complex sp. ECNIH7
h2,g__Nocardioides|s__euryhalodurans
h2,g__Shewanella|s__sp. WE21
h8,g__Thermosynechococcus|s__elongatus
h4,g__Dokdonia|s__sp. 4H-3-7-5
h3,g__Microbacterium|s__chocolatum
h6,g__Altererythrobacter|s__epoxidivorans
h2,g__Iodobacter|s__sp. H11R3
h8,g__Sulfurovum|s__sp. NBC37-1
g__Nocardia,g__Nocardia|s__sp. CS682
h5,g__Brevundimonas|s__subvibrioides
MucinMucusGlycoproteinMacromoleculedegradation,g__Bifidobacterium|s__breve
76,g__Limnochorda|s__pilosa
h4,g__Pelagibacterium|s__halotolerans
h5,g__Anaerocolumna|s__cellulosilytica
h2,g__Aminipila|s__butyrica
h9,g__Acinetobacter|s__schindleri
g__Synechococcus,g__Synechococcus|s__sp. RS9909
h5,g__Dickeya|s__fangzhongdai
output,g__Prochlorococcus
h0,g__Thermotoga|s__sp. Cell2
h8,g__Enterobacter|s__cloacae
h2,g__Clostridium|s__butyricum
h7,g__Geobacillus|s__sp. 44C
g__Arthrobacter,g__Arthrobacter|s__sp. J3.37
h7,g__Neisseria|s__brasiliensis
h3,g__Thermosulfidibacter|s__takaii
h7,g__Pyrobaculum|s__calidifontis
h8,g__Campylobacter|s__sp. RM16192
h5,g__Caldicellulosiruptor|s__changbaiensis
h4,g__Colwellia|s__sp. 20A7
h9,g__Conexivisphaera|s__calidus
h7,g__Thermococcus|s__cleftensis
h1,g__Nonlabens|s__sediminis
h3,g__Arthrobacter|s__sp. UKPF54-2
h3,g__Streptococcus|s__suis
h5,g__Desulfovibrio|s__piger
h6,g__Acholeplasma|s__oculi
h6,g__Devosia|s__sp. S02
g__Pontibacter,g__Pontibacter|s__korlensis
h9,g__Radiobacillus|s__deserti
h2,g__Vibrio|s__ponticus
h2,g__Micromonospora|s__aurantiaca
h5,g__Pseudoalteromonas|s__prydzensis
g__Streptomyces,g__Streptomyces|s__prasinus
h0,g__Propionimicrobium|s__sp. Marseille-P3275
h9,g__Thermotoga|s__sp. Cell2
h7,g__Rickettsia|s__canadensis
h1,g__Xylella|s__taiwanensis
h0,g__Elizabethkingia|s__sp. JS20170427COW
h3,g__Glutamicibacter|s__halophytocola
h2,g__Paenibacillus|s__sp. CAA11
PolypeptideMacromoleculedegradation,g__Bacteroides|s__thetaiotaomicron
h2,g__Nitrosospira|s__multiformis
14,g__Echinicola|s__rosea
h4,g__Dokdonia|s__sp. Dokd-P16
h6,g__Chryseobacterium|s__gallinarum
h7,g__Tenacibaculum|s__maritimum
h6,g__Plantactinospora|s__sp. BB1
h0,g__Leptospira|s__biflexa
h0,g__Criblamydia|s__sequanensis
56,g__Streptomonospora|s__sp. M2
h1,g__Chitinophaga|s__sp. MD30
h1,g__Nocardioides|s__baekrokdamisoli
h1,g__Halomonas|s__socia
h1,g__Borrelia|s__hermsii
h2,g__Psychrobacillus|s__glaciei
h7,g__Clostridium|s__taeniosporum
h7,g__Microbacterium|s__sp. LKL04
h8,g__Massilia|s__putida
h9,g__Histophilus|s__somni
h5,g__Rickettsia|s__australis
h6,g__Streptomyces|s__paludis
0,g__Flavisolibacter|s__ginsenosidimutans
h3,g__Steroidobacter|s__denitrificans
h4,g__Moraxella|s__bovis
h2,g__Rheinheimera|s__sp. LHK132
h9,g__Mesorhizobium|s__sp. NZP2234
h5,g__Ruegeria|s__sp. AD91A
h5,g__Tsukamurella|s__tyrosinosolvens
h4,g__Romboutsia|s__hominis
g__Sphingomonas,g__Sphingomonas|s__panacis
LactoseConsumptionimport,g__Streptococcus|s__anginosus
h5,g__Klebsiella|s__sp. PO552
h6,g__Oceanisphaera|s__profunda
h7,g__Calditerrivibrio|s__nitroreducens
h3,g__Winogradskyella|s__sp. J14-2
h3,g__Thiomicrorhabdus|s__sp. G2
g__Enterobacter,g__Enterobacter|s__sp. RFL1396
h8,g__Mycolicibacterium|s__phlei
h1,g__Diaphorobacter|s__polyhydroxybutyrativorans
h7,g__Synechococcus|s__sp. CC9902
h9,g__Pandoraea|s__thiooxydans
output,g__Parashewanella
output,g__Methanoregula
h3,g__Sphingomonas|s__sanxanigenens
h6,g__Zymomonas|s__mobilis
h3,g__Pediococcus|s__pentosaceus
h9,g__Staphylococcus|s__succinus
h4,g__Variovorax|s__sp. SRS16
h9,g__Anabaena|s__sp. YBS01
h4,g__Lysobacter|s__sp. HDW10
h0,g__Pseudomonas|s__sp. ABC1
h4,g__Chitinophaga|s__sp. XS-30
h6,g__Pantoea|s__rwandensis
h5,g__Borrelia|s__maritima
h0,g__Yersinia|s__massiliensis
h2,g__Phytohabitans|s__suffuscus
h6,g__Acidithiobacillus|s__ferrooxidans
g__Virgibacillus,g__Virgibacillus|s__sp. Bac332
h2,g__Planctomyces|s__sp. SH-PL62
h4,g__Rhodococcus|s__opacus
g__Pseudoalteromonas,g__Pseudoalteromonas|s__agarivorans
g__Mumia,g__Mumia|s__sp. ZJ1417
h2,g__Aeromicrobium|s__choanae
h7,g__Paenibacillus|s__baekrokdamisoli
h7,g__Microbacterium|s__sp. RG1
h1,g__Acinetobacter|s__sp. DUT-2
g__Streptomyces,g__Streptomyces|s__cinereoruber
h7,g__Synechocystis|s__sp. CACIAM 05
h8,g__Pseudomonas|s__lalkuanensis
h5,g__Paenibacillus|s__sabinae
h9,g__Lactobacillus|s__sp. CBA3605
h3,g__Bacillus|s__amyloliquefaciens
h8,g__Acinetobacter|s__sp. SWBY1
output,328
g__Thioflavicoccus,g__Thioflavicoccus|s__mobilis
h8,g__Mesotoga|s__prima
h9,g__Halorubrum|s__sp. RHB-C
h6,g__Actinomyces|s__radicidentis
h2,g__Bacillus|s__halotolerans
h3,g__Streptococcus|s__dysgalactiae
g__Borreliella,g__Borreliella|s__finlandensis
h8,g__Thermus|s__sp. CCB_US3_UF1
g__Acinetobacter,g__Acinetobacter|s__junii
MethanolProductionexport,g__Bacteroides|s__thetaiotaomicron
h6,g__Acetobacter|s__pasteurianus
h7,g__Planctopirus|s__ephydatiae
h7,g__Fervidobacterium|s__islandicum
h8,g__Stenotrophomonas|s__sp. WZN-1
h4,g__Brevundimonas|s__sp. 'scallop'
h2,g__Serratia|s__sp. FS14
h2,g__Azoarcus|s__sp. DD4
h0,g__Arthrobacter|s__sp. J3.37
h4,g__Campylobacter|s__peloridis
h5,g__Halomonas|s__beimenensis
h6,g__Hydrogenobaculum|s__sp. Y04AAS1
h9,g__Serratia|s__ureilytica
g__Mycobacterium,g__Mycobacterium|s__stomatepiae
h3,g__Methanosphaerula|s__palustris
h5,g__Sphingobium|s__sp. RAC03
g__Acetobacter,g__Acetobacter|s__tropicalis
g__Paenibacillus,g__Paenibacillus|s__sp. 37
h2,g__Arcanobacterium|s__haemolyticum
h0,g__Candidatus Annandia|s__adelgestsuga
h2,g__Campylobacter|s__coli
h3,g__Leifsonia|s__shinshuensis
h4,g__Enterococcus|s__sp. M190262
h9,g__Chryseobacterium|s__bernardetii
g__Vibrio,g__Vibrio|s__taketomensis
h0,g__Weissella|s__jogaejeotgali
g__Massilia,g__Massilia|s__oculi
h2,g__Caldivirga|s__maquilingensis
output,g__Nostoc
h0,g__Clostridium|s__cochlearium
h3,g__Dehalococcoides|s__mccartyi
h6,g__Thermogutta|s__terrifontis
h7,g__Muricauda|s__lutaonensis
h8,g__Methanobacterium|s__formicicum
g__Sphingomonas,g__Sphingomonas|s__sp. LMO-1
h3,g__Thalassobius|s__gelatinovorus
h5,g__Thermococcus|s__sp. 2319x1
h8,g__Geovibrio|s__thiophilus
g__Aeromonas,g__Aeromonas|s__rivipollensis
h0,g__Hymenobacter|s__sp. S2-20-2
h4,g__Mumia|s__sp. ZJ1417
h9,g__Myroides|s__sp. CJ210
h8,g__Francisella|s__salina
h3,g__Sphingomonas|s__paucimobilis
h1,g__Saccharopolyspora|s__spinosa
ButylamineProductionexport,g__Bacteroides|s__ovatus
224,g__Methylotenera|s__mobilis
h7,g__Microbacterium|s__sp. Nx66
g__Archangium,g__Archangium|s__gephyra
h6,g__Terriglobus|s__roseus
h5,g__Thermococcus|s__sp. P6
h7,g__Synechococcus|s__sp. JA-2-3B'a(2-13)
h2,g__Phocaeicola|s__dorei
h9,g__Geobacter|s__daltonii
output,g__Bisgaardia
g__Leucobacter,g__Leucobacter|s__sp. HDW9C
g__Parageobacillus,g__Parageobacillus|s__genomosp. 1
h1,g__Sphingomonas|s__taxi
h1,g__Ralstonia|s__pseudosolanacearum
17,g__Filifactor|s__alocis
h9,g__Magnetococcus|s__Candidatus Magnetococcus massalia
h7,g__Sporolactobacillus|s__terrae
h7,g__Corynebacterium|s__urealyticum
output,g__Sphingobium
2,g__Streptococcus|s__agalactiae
h3,g__Brevibacterium|s__sp. PAMC23299
h7,g__Microlunatus|s__soli
h7,g__Halorientalis|s__sp. IM1011
h0,g__Pseudolysobacter|s__antarcticus
h8,g__Sphingomonas|s__sp. A1
output,g__Leptolyngbya
h1,g__Bacillus|s__sp. FJAT-14266
h0,g__Virgibacillus|s__halodenitrificans
h2,g__Acidianus|s__brierleyi
h3,g__Carboxydocella|s__thermautotrophica
h5,g__Legionella|s__sp. PC1000
h9,g__Bacillus|s__sp. KH172YL63
CO2Productionexport,g__Lactobacillus|s__helveticus
h9,g__Brucella|s__suis
h4,g__Conexivisphaera|s__calidus
g__Cupriavidus,g__Cupriavidus|s__neocaledonicus
h7,g__Pajaroellobacter|s__abortibovis
g__Kutzneria,g__Kutzneria|s__albida
g__Legionella,g__Legionella|s__spiritensis
g__Microlunatus,g__Microlunatus|s__phosphovorus
h0,g__Bordetella|s__pseudohinzii
h0,g__Leclercia|s__sp. 119287
h1,g__Scytonema|s__sp. HK-05
h5,g__Cronobacter|s__dublinensis
h5,g__Aquicella|s__siphonis
h1,g__Mycobacteroides|s__chelonae
h6,g__Nitratifractor|s__salsuginis
h4,g__Methylotenera|s__mobilis
h3,g__Staphylospora|s__marina
CO2Consumptionimport,g__Ignicoccus|s__hospitalis
h2,g__Francisella|s__orientalis
XOSXylooligosaccharideConsumptionimport,g__Bifidobacterium|s__breve
h3,g__Desulfotomaculum|s__ruminis
h9,g__Geobacillus|s__stearothermophilus
g__Phytobacter,g__Phytobacter|s__sp. SCO41
h5,g__Micromonospora|s__rifamycinica
h0,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia provostii
h7,g__Pseudomonas|s__sp. R84
h4,g__Synechococcus|s__sp. PCC 11901
h0,g__Gordonia|s__alkanivorans
h3,g__Cloacibacillus|s__porcorum
h4,g__Streptococcus|s__gordonii
h5,g__Flavobacterium|s__psychrophilum
g__Methanosarcina,g__Methanosarcina|s__vacuolata
h5,g__Selenomonas|s__sp. oral taxon 126
h2,g__Permianibacter|s__aggregans
h4,g__Cellvibrio|s__sp. KY-YJ-3
h8,g__Corynebacterium|s__glaucum
h6,g__Shewanella|s__sp. Arc9-LZ
h7,g__Brachybacterium|s__sp. SGAir0954
g__Intrasporangium,g__Intrasporangium|s__calvum
h3,g__Enterobacter|s__cloacae
4,g__Abiotrophia|s__defectiva
h9,g__Agrobacterium|s__sp. RAC06
h9,g__Paracoccus|s__mutanolyticus
h3,g__Pandoraea|s__faecigallinarum
h4,g__Pseudomonas|s__sp. 31-12
h8,g__Microbacterium|s__testaceum
h3,g__Cryptobacterium|s__curtum
h0,g__Halorubrum|s__trapanicum
h7,g__Nostoc|s__piscinale
g__Actinomyces,g__Actinomyces|s__sp. oral taxon 897
h0,g__Candidatus Nitrosotenuis|s__cloacae
h3,g__Nocardioides|s__sp. HY056
h9,g__Atlantibacter|s__hermannii
h8,g__Pseudanabaena|s__sp. ABRG5-3
h9,g__Candidatus Nardonella|s__endosymbiont of Sipalinus gigas
h6,g__Streptomyces|s__broussonetiae
h4,g__Mucilaginibacter|s__rubeus
h2,g__Pseudarthrobacter|s__sp. NIBRBAC000502772
RaffinoseConsumptionimport,g__Bifidobacterium|s__bifidum
h5,g__Pseudomonas|s__corrugata
h1,g__Rhodoferax|s__sediminis
h7,g__Pontibacter|s__actiniarum
h6,g__Proteiniphilum|s__saccharofermentans
h9,g__Arthrobacter|s__sp. 31.31
h8,g__Pseudomonas|s__saudiphocaensis
h3,g__Desulfosarcina|s__ovata
h0,g__Streptococcus|s__sp. CNU 77-61
4,g__Faecalibacterium|s__prausnitzii
h0,g__Phytobacter|s__ursingii
LactoseConsumptionimport,g__Bifidobacterium|s__pseudocatenulatum
h2,g__Egicoccus|s__halophilus
output,h0
h6,g__Paenibacillus|s__brasilensis
h9,g__Picrophilus|s__torridus
h3,g__Leuconostoc|s__citreum
h8,g__Planococcus|s__kocurii
h8,g__Pseudomonas|s__sp. R1-43-08
h7,g__Candidatus Cardinium|s__hertigii
g__Gordonia,g__Gordonia|s__westfalica
h8,g__Pseudomonas|s__sp. S49
h5,g__Brevibacterium|s__luteolum
h4,g__Alcanivorax|s__dieselolei
97,g__Anaerolinea|s__thermophila
h8,g__Streptomyces|s__cattleya
h4,g__Desulfovibrio|s__sp. G11
h8,g__Phenylobacterium|s__sp. HYN0004
h9,g__Streptomyces|s__sp. TLI_053
AcetateConsumptionimport,g__Haloarcula|s__marismortui
h1,g__Inhella|s__inkyongensis
BiotinVitaminB7Consumptionimport,g__Leuconostoc|s__mesenteroides
h2,g__Mycolicibacterium|s__sediminis
h8,g__Mycoplasma|s__wenyonii
g__Pseudarthrobacter,g__Pseudarthrobacter|s__sp. NIBRBAC000502770
h1,g__Prevotella|s__enoeca
h5,g__Klebsiella|s__quasipneumoniae
h5,g__Massilia|s__violaceinigra
h3,g__Edaphobacter|s__sp. 4G125
h5,g__Vulcanisaeta|s__distributa
h9,g__Candidatus Korarchaeum|s__cryptofilum
output,g__CandidatusHalobonum
CO2Productionexport,g__Mycoplasma|s__fermentans
h7,g__Phocaeicola|s__dorei
h8,g__Phytohabitans|s__flavus
h4,g__Methanospirillum|s__hungatei
h0,g__Selenomonas|s__sp. oral taxon 920
h7,g__Citrobacter|s__sp. RHB25-C09
h8,g__Citrobacter|s__sp. RHBSTW-01044
h1,g__Methanosarcina|s__sp. MTP4
h2,g__Kyrpidia|s__spormannii
AcetateProductionexport,g__Clostridium|s__tetani
h6,g__Altererythrobacter|s__marensis
CellobioseConsumptionimport,g__Leptotrichia|s__buccalis
h7,g__Streptococcus|s__constellatus
h9,g__Vitreoscilla|s__filiformis
h7,g__Simonsiella|s__muelleri
g__Pedobacter,g__Pedobacter|s__sp. KBS0701
h6,g__Bordetella|s__sp. H567
h3,g__Bacillus|s__sp. DU-106
1,g__Enterococcus|s__avium
h0,g__Trichodesmium|s__erythraeum
h5,g__Pseudomonas|s__granadensis
h6,g__Roseovarius|s__indicus
h0,g__Methylocystis|s__heyeri
h5,g__Lelliottia|s__amnigena
h4,g__Candidatus Halobonum|s__Halobonum sp. Gai3-2
h7,g__Blastomonas|s__sp. RAC04
h1,g__Brachyspira|s__hyodysenteriae
h7,g__Weissella|s__koreensis
h2,g__Paraglaciecola|s__sp. L1A13
h0,g__Brochothrix|s__thermosphacta
h1,g__Chlamydia|s__pecorum
h7,g__Clostridium|s__sp. SY8519
h8,g__Mycobacterium|s__paragordonae
h5,g__Plantibacter|s__flavus
h4,g__Acetobacter|s__senegalensis
h2,g__Flavobacterium|s__johnsoniae
h8,g__Algibacter|s__alginicilyticus
h1,g__Streptomyces|s__nodosus
h1,g__Pulveribacter|s__suum
h8,g__Trichormus|s__variabilis
g__Legionella,g__Legionella|s__jordanis
h7,g__Dialister|s__hominis
h5,g__Desulfovibrio|s__gigas
269,g__Variovorax|s__sp. HW608
h9,g__Moorella|s__glycerini
output,g__Coxiella
h0,g__Niveispirillum|s__cyanobacteriorum
h0,g__Mycoplasma|s__pulmonis
h8,g__Peribacillus|s__simplex
h9,g__Porphyrobacter|s__sp. CACIAM 03H1
h0,g__Corynebacterium|s__kroppenstedtii
MethaneCH4Productionexport,g__Methanocaldococcus|s__fervens
h3,g__Hoeflea|s__sp. IMCC20628
h6,g__Corynebacterium|s__stationis
output,CO2Consumptionimport
output,g__Jeotgalicoccus
h5,g__Bacterioplanes|s__sanyensis
h2,g__Romboutsia|s__ilealis
h1,g__Candidatus Riesia|s__pediculicola
h3,g__Pseudomonas|s__xinjiangensis
h0,g__Enterococcus|s__sp.
output,g__Methylophilus
h2,g__Lacticaseibacillus|s__paracasei
h4,g__Staphylococcus|s__aureus
h3,g__Nitrospira|s__defluvii
h4,g__Brevundimonas|s__sp. Bb-A
h2,g__Pseudomonas|s__sp. R76
h0,g__Nakamurella|s__multipartita
h2,g__Acetilactobacillus|s__jinshanensis
output,g__Arthrobacter
g__Pseudomonas,g__Pseudomonas|s__sp. XWY-1
h2,g__Burkholderia|s__glumae
h4,g__Staphylococcus|s__saprophyticus
h9,g__Labrenzia|s__sp. THAF82
h9,g__Sphingomonas|s__sp. KC8
h6,g__Methanocorpusculum|s__labreanum
h4,g__Acidianus|s__ambivalens
h4,g__Pseudomonas|s__sp. JY-Q
h7,g__Brevibacterium|s__sp. 'Marine'
h7,g__Candidatus Tachikawaea|s__gelatinosa
h7,g__Cellvibrio|s__japonicus
h8,g__Mycolicibacterium|s__goodii
h1,g__Enterobacter|s__sp. RHB15-C17
h1,g__Fusobacterium|s__varium
h7,g__Bifidobacterium|s__longum
h5,g__Pseudonocardia|s__sp. EC080610-09
h6,g__Rhodomicrobium|s__vannielii
h9,g__Nocardia|s__yunnanensis
h7,g__Mycobacterium|s__sp. DL90
h9,g__Ferroplasma|s__acidarmanus
output,g__Chelativorans
h5,g__Lysobacter|s__alkalisoli
h7,g__Gilliamella|s__apicola
h2,g__Kitasatospora|s__albolonga
h2,g__Pseudomonas|s__rhodesiae
h2,g__Bradyrhizobium|s__sp. CCGE-LA001
g__Pseudomonas,g__Pseudomonas|s__sp. FGI182
h4,g__Pseudomonas|s__sp. NIBRBAC000502773
h1,g__Cedecea|s__lapagei
h6,g__Rhodococcus|s__sp. NS1
h9,g__Ruthenibacterium|s__lactatiformans
h9,g__Escherichia|s__sp. SCLE84
g__Brevibacillus,g__Brevibacillus|s__agri
h0,g__Thermoanaerobacter|s__italicus
h6,g__Desulfitobacterium|s__dichloroeliminans
h8,g__Citrobacter|s__sp. SNU WT2
h8,g__Halobacterium|s__sp. GN101
257,g__Komagataeibacter|s__oboediens
h0,g__Vibrio|s__mimicus
h1,g__Methylocella|s__tundrae
h4,g__Rickettsia|s__endosymbiont of Ixodes pacificus
h8,g__Acidovorax|s__cattleyae
h2,g__Bifidobacterium|s__actinocoloniiforme
h3,g__Brucella|s__abortus
h4,g__Paenibacillus|s__sp. lzh-N1
h7,g__Pseudodesulfovibrio|s__piezophilus
g__Methylophaga,g__Methylophaga|s__nitratireducenticrescens
h7,g__Flavobacterium|s__sp. Sr18
h8,g__Pseudoalteromonas|s__sp. 13-15
h6,g__Vibrio|s__jasicida
h4,g__Neisseria|s__flavescens
h1,g__Candidatus Endolissoclinum|s__faulkneri
h2,g__Nitrospira|s__japonica
h9,g__Flavobacterium|s__indicum
h7,g__Bacillus|s__cohnii
h1,g__Paludibacter|s__propionicigenes
h4,g__Tumebacillus|s__algifaecis
h2,g__Flavobacterium|s__sp. I3-2
h1,g__Pseudobacter|s__ginsenosidimutans
h1,g__Pontibacter|s__sp. SGAir0037
h2,g__Thermococcus|s__sibiricus
h3,g__Streptomyces|s__sp. JB150
h1,g__Brucella|s__sp. 10RB9215
h6,g__Serratia|s__surfactantfaciens
h7,g__Streptococcus|s__canis
h8,g__Weissella|s__sp. HDW19
h9,g__Pantoea|s__sp. SO10
h2,g__Lysinibacillus|s__varians
h0,g__Methylocella|s__silvestris
10,g__Pseudodesulfovibrio|s__sp. zrk46
h1,g__Nitrobacter|s__hamburgensis
h6,g__Pseudomonas|s__sp. CC6-YY-74
g__Pseudomonas,g__Pseudomonas|s__azotoformans
g__Azospirillum,g__Azospirillum|s__sp. TSH58
h2,g__Synechococcus|s__sp. NOUM97013
EthanolConsumptionimport,g__Syntrophobotulus|s__glycolicus
h7,g__Pseudopropionibacterium|s__propionicum
h1,g__Legionella|s__pneumophila
h7,g__Lysobacter|s__sp. H21R4
h9,g__Streptomyces|s__spongiicola
h0,g__Citrobacter|s__sp. RHBSTW-00678
h4,g__Alkalihalobacillus|s__pseudofirmus
h5,g__Vibrio|s__casei
h7,g__Pandoraea|s__faecigallinarum
h0,g__Candidatus Thioglobus|s__autotrophicus
N2Consumptionimport,g__Rhodobacter|s__capsulatus
h4,g__Peribacillus|s__asahii
h4,g__Pseudomonas|s__sp. TKP
h1,g__Bacillus|s__beveridgei
h4,g__Pyrococcus|s__yayanosii
h5,g__Brevibacterium|s__sp. o2
h8,g__Magnetospirillum|s__magneticum
h9,g__Halorubrum|s__trapanicum
h7,g__Streptococcus|s__sp. NCTC 11567
g__Streptomyces,g__Streptomyces|s__sp. SYP-A7193
h5,g__Planococcus|s__halocryophilus
h6,g__Microvirga|s__sp. 17 mud 1-3
h5,g__Rhodococcus|s__sp. H-CA8f
h6,g__Chlorobium|s__chlorochromatii
h7,g__Paraburkholderia|s__tropica
h6,g__Mesorhizobium|s__sp. M2A.F.Ca.ET.043.05.1.1
h5,g__Shewanella|s__sp. MR-7
h7,g__Gynuella|s__sunshinyii
18,g__Olsenella|s__umbonata
h0,g__Paenarthrobacter|s__sp. YJN-D
h8,g__Methanothrix|s__soehngenii
h6,g__Streptomyces|s__sp. SirexAA-E
h3,g__Carnobacterium|s__sp. CP1
h4,g__Haloferax|s__volcanii
h6,g__Leuconostoc|s__carnosum
h0,g__Pseudomonas|s__asturiensis
h1,g__Luteibacter|s__rhizovicinus
output,82
h0,g__Chlamydia|s__psittaci
g__Acinetobacter,g__Acinetobacter|s__sp. BEC1-S18-ESBL-01
h2,g__Sphingomonas|s__sp. AP4-R1
h1,g__Corynebacterium|s__choanis
h8,g__Synechococcus|s__sp. A15-24
h8,g__Shewanella|s__maritima
h4,g__Streptomyces|s__sp. W1SF4
h6,g__Bacillus|s__sp. S3
h4,g__Nostoc|s__sp. TCL240-02
h0,g__Stenotrophomonas|s__sp. MYb57
h2,g__Bradyrhizobium|s__sp. ORS 285
h8,g__Burkholderia|s__seminalis
h9,g__Microbacterium|s__sp. WY121
h7,g__Lysinibacillus|s__sp. SGAir0095
h1,g__Proteus|s__cibarius
g__Streptomyces,g__Streptomyces|s__fradiae
h5,g__Plantibacter|s__sp. PA-3-X8
4,g__Desulfurella|s__acetivorans
h8,g__Citrobacter|s__sp. 172116965
g__Pseudomonas,g__Pseudomonas|s__sp. IzPS59
h4,g__Candidatus Thioglobus|s__singularis
h4,g__Streptomyces|s__sp. ICC1
h5,g__Leuconostoc|s__gelidum
h2,g__Pseudobacter|s__ginsenosidimutans
h2,g__Polynucleobacter|s__paneuropaeus
h8,g__Streptomyces|s__peucetius
h9,g__Sphaerochaeta|s__globosa
h7,g__Pantoea|s__eucalypti
h1,g__Gimesia|s__maris
output,g__Nonlabens
h6,g__Shigella|s__sp. LN126
SuccinateProductionexport,g__Clostridium|s__perfringens
h3,g__Empedobacter|s__stercoris
output,g__Saccharibacillus
g__Pseudomonas,g__Pseudomonas|s__sp. S150
h4,g__Zymomonas|s__mobilis
MethanolConsumptionimport,g__Ralstonia|s__pickettii
h8,g__Phaeobacter|s__porticola
h0,g__Altererythrobacter|s__ishigakiensis
g__Rickettsia,g__Rickettsia|s__typhi
h1,g__Laribacter|s__hongkongensis
h8,g__Azoarcus|s__pumilus
h8,g__Brachyspira|s__intermedia
h8,g__Candidatus Profftella|s__armatura
h6,g__Brucella|s__melitensis
h8,g__Porphyromonas|s__gingivalis
9,g__Malaciobacter|s__Arcobacter molluscorum
h3,g__Marinobacter|s__salarius
h1,g__Renibacterium|s__salmoninarum
h9,g__Bradyrhizobium|s__sp. SG09
h8,g__Micrococcus|s__sp. MG-2010-D12
h0,g__Staphylococcus|s__lugdunensis
h0,g__Methyloversatilis|s__sp. RAC08
h4,g__Micromonospora|s__sp. HM134
h6,g__Methylobacterium|s__sp. WL1
h8,g__Pontibacter|s__sp. SGAir0037
h2,g__Thiomicrospira|s__aerophila
h3,g__Sphingomonas|s__sp. HDW15A
h6,g__Nocardioides|s__marinisabuli
h8,g__Micromonospora|s__craniellae
g__Roseomonas,g__Roseomonas|s__gilardii
h2,g__Mycobacterium|s__saskatchewanense
DeoxycholicacidProductionexport,g__Clostridium|s__perfringens
h9,g__Pauljensenia|s__hongkongensis
h8,g__Coprothermobacter|s__proteolyticus
h4,g__Anaeromyxobacter|s__dehalogenans
h1,g__Blautia|s__producta
h1,g__Streptococcus|s__sp. HSISB1
h2,g__Chryseobacterium|s__sp. 6424
g__CandidatusAnnandia,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia simplex
h8,g__Bacillus|s__sp. NSP9.1
h0,g__Vibrio|s__campbellii
311,g__Halopenitus|s__persicus
g__Halomonas,g__Halomonas|s__sp. HG01
h0,g__Pseudomonas|s__sp. IzPS59
h2,g__Pseudomonas|s__asiatica
h6,g__Actinoplanes|s__missouriensis
h1,g__Sphingobacterium|s__hotanense
h3,g__Planctopirus|s__limnophila
h6,g__Treponema|s__denticola
h6,g__Sulfurimonas|s__sp. 1-1N
h8,g__Clostridium|s__saccharobutylicum
h8,g__Morganella|s__morganii
h6,g__Streptococcus|s__dysgalactiae
h3,g__Micrococcus|s__sp. V7
h9,g__Gemmatirosa|s__kalamazoonesis
h2,g__Pseudomonas|s__sp. 1909-1
h8,g__Amycolatopsis|s__orientalis
h8,g__Pseudomonas|s__granadensis
h0,g__Nitrobacter|s__hamburgensis
h4,g__Abiotrophia|s__defectiva
h5,g__Aminobacter|s__sp. MDW-2
g__Xanthomonas,g__Xanthomonas|s__sp. gxlp16
h0,g__Oblitimonas|s__alkaliphila
h3,g__Lacrimispora|s__sphenoides
h8,g__Kocuria|s__sp. KD4
Isovalerate3-MethylbutanoicacidProductionexport,g__Staphylococcus|s__aureus
h1,g__Klebsiella|s__sp.
h3,g__Nocardioides|s__sp. SB3-45
h7,g__Isosphaera|s__pallida
h3,g__Mesorhizobium|s__sp. AA22
h9,g__Corynebacterium|s__variabile
h4,g__Bifidobacterium|s__asteroides
g__Lacticaseibacillus,g__Lacticaseibacillus|s__Lactobacillus rhamnosus
h4,g__Desulfurococcus|s__mucosus
