parent,child
h2,g__Arcobacter|s__suis
h2,g__Hyphobacterium|s__sp. CCMP332
h0,g__Streptomyces|s__sp. WAC 06738
h2,g__Spiroplasma|s__diminutum
h2,g__Limihaloglobus|s__sulfuriphilus
o__Oceanospirillales,g__Candidatus Carsonella|s__ruddii
h2,g__Levilactobacillus|s__Lactobacillus suantsaii
h5,g__Actinomyces|s__sp. ZJ750
o__Corynebacteriales,g__Corynebacterium|s__vitaeruminis
h8,g__Halothece|s__sp. PCC 7418
h2,g__Paenibacillus|s__baekrokdamisoli
h9,g__Streptosporangium|s__sp. 'caverna'
h2,g__Candidatus Aquiluna|s__sp. UB-MaderosW2red
h9,g__Asticcacaulis|s__excentricus
h6,g__Staphylococcus|s__warneri
h3,g__Roseivivax|s__sp. THAF40
o__Nitrosomonadales,g__Methyloversatilis|s__sp. RAC08
h1,g__Brachybacterium|s__ginsengisoli
h9,g__Corynebacterium|s__glutamicum
h2,g__Thalassolituus|s__oleivorans
h1,g__Leclercia|s__sp. 29361
h4,g__Janibacter|s__indicus
h6,g__Rippkaea|s__orientalis
h3,g__Nitrosopumilus|s__cobalaminigenes
h8,g__Plesiomonas|s__shigelloides
h8,g__Paraglaciecola|s__psychrophila
h6,g__Mycoplasma|s__nasistruthionis
h2,g__Desulfobacca|s__acetoxidans
h0,g__Micromonospora|s__sp. WMMC415
h3,g__Hydrogenophaga|s__sp. PBC
h0,g__Hydrogenophaga|s__sp. NH-16
o__Burkholderiales,g__Paraburkholderia|s__phymatum
h0,g__Brevibacillus|s__sp. JNUCC-41
h2,g__Neisseria|s__sp. 10022
h3,g__Bacillus|s__sp. Cs-700
h2,g__Nonlabens|s__sp. MB-3u-79
h4,g__Paraclostridium|s__bifermentans
h6,g__Streptococcus|s__mitis
h0,g__Shewanella|s__livingstonensis
TriglycerideMacromoleculedegradation,g__Bacillus|s__subtilis
h9,g__Defluviitoga|s__tunisiensis
h2,g__Sphingobacterium|s__sp. DR205
h3,g__Mycobacterium|s__sp. JS623
h3,g__Rhodoferax|s__antarcticus
h0,g__Amycolatopsis|s__japonica
h1,g__Pasteurella|s__skyensis
h9,g__Haemophilus|s__[Haemophilus] ducreyi
h7,g__Leptolyngbya|s__sp. NIES-3755
h0,g__Leptotrichia|s__shahii
h9,g__Melaminivora|s__sp. SC2-9
h9,g__Lawsonia|s__intracellularis
h5,g__Streptococcus|s__pasteurianus
h3,g__Polynucleobacter|s__acidiphobus
h7,g__Pantoea|s__eucalypti
h2,g__Campylobacter|s__sp. RM16704
h5,g__Flavobacterium|s__johnsoniae
h2,g__Corynebacterium|s__argentoratense
h1,g__Sphingopyxis|s__sp. QXT-31
h8,g__Sulfitobacter|s__pseudonitzschiae
o__Thiotrichales,g__Allofrancisella|s__frigidaquae
h7,g__Dickeya|s__solani
h1,g__Desulfococcus|s__oleovorans
h7,g__Treponema|s__phagedenis
h9,g__Thauera|s__sp. MZ1T
h2,g__Ochrobactrum|s__sp. MT180101
h0,g__Cellulomonas|s__shaoxiangyii
PutrescineProductionexport,g__Lactobacillus|s__acidophilus
h5,g__Owenweeksia|s__hongkongensis
h5,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h5,g__Kosakonia|s__sacchari
h2,g__Acidobacterium|s__sp. 4Y35
h1,g__Pelosinus|s__sp. UFO1
h1,g__Bacillus|s__sp. BD59S
h8,g__Halomonas|s__sp. NBT06E8
h4,g__Francisella|s__marina
h8,g__Phreatobacter|s__cathodiphilus
h8,g__Polaromonas|s__sp. W10N
h0,g__Paenibacillus|s__borealis
h1,g__Brevibacillus|s__brevis
h3,g__Pseudoalteromonas|s__ruthenica
h1,g__Methanococcus|s__maripaludis
h2,g__Psychrobacter|s__sp. 28M-43
h2,g__Thermococcus|s__sp. IOH1
h0,g__Gordonia|s__sp. HY186
h2,g__Kordiimonas|s__pumila
h3,g__Micromonospora|s__siamensis
h0,g__Desulfurococcus|s__mucosus
h3,g__Comamonas|s__aquatica
h6,g__Francisella|s__salina
h9,g__Mycoplasma|s__hyopneumoniae
h0,g__Candidatus Fukatsuia|s__symbiotica
h1,g__Bacillus|s__infantis
h6,g__Anoxybacillus|s__sp. PDR2
h9,g__Vagococcus|s__sp. CF-49
h3,g__Acidaminococcus|s__fermentans
h4,g__Vibrio|s__aquimaris
h0,g__Kushneria|s__konosiri
h6,g__Kosakonia|s__radicincitans
h8,g__Shewanella|s__aestuarii
36,g__Francisella|s__adeliensis
h9,g__Paenibacillus|s__swuensis
332,g__Rhizobium|s__acidisoli
h0,g__Streptococcus|s__sp. CNU G2
h3,g__Candidatus Kinetoplastibacterium|s__oncopeltii
h8,g__Achromobacter|s__xylosoxidans
h1,g__Variovorax|s__sp. PBL-E5
h7,g__Mycoplasma|s__anseris
o__Enterobacterales,g__Pectobacterium|s__parmentieri
h4,g__Xanthomonas|s__hyacinthi
h5,g__Propionibacterium|s__sp. oral taxon 193
h6,g__Arthrobacter|s__sp. 31.31
h8,g__Actinosynnema|s__mirum
h0,g__Citrobacter|s__sp. RHBSTW-00107
h2,g__Methylobacillus|s__flagellatus
h6,g__Cronobacter|s__dublinensis
h1,g__Thermocrinis|s__albus
h7,g__Brevibacterium|s__sp. WO024
h8,g__Granulibacter|s__bethesdensis
h2,g__Thermococcus|s__nautili
h9,g__Mycolicibacterium|s__poriferae
h2,g__Geodermatophilus|s__obscurus
h3,g__Acinetobacter|s__bereziniae
h7,g__Spiribacter|s__roseus
h7,g__Thermococcus|s__litoralis
h3,g__Staphylococcus|s__capitis
h0,g__Cohnella|s__sp. MFER-1
h1,g__Loigolactobacillus|s__Lactobacillus bifermentans
h3,g__Streptomyces|s__sp. 2323.1
h3,g__Winkia|s__sp. C64
h4,g__Pseudonocardia|s__sp. CGMCC 4.1532
h4,g__Dictyoglomus|s__thermophilum
h6,g__Granulicella|s__mallensis
h7,g__Granulicella|s__mallensis
o__Chromatiales,g__Thioalkalivibrio|s__sp. K90mix
h6,g__Rhizobium|s__gallicum
o__Burkholderiales,g__Achromobacter|s__insolitus
h7,g__Lysobacter|s__lycopersici
h4,g__Anaerocolumna|s__sp. CTTW
output,FormateConsumptionimport
h9,g__Candidatus Methylopumilus|s__turicensis
h3,g__Streptomyces|s__sp. FR1
h7,g__Gordonibacter|s__pamelaeae
h7,g__Desulfovibrio|s__sp. G11
h4,g__Saccharolobus|s__solfataricus
h8,g__Bifidobacterium|s__dentium
h4,g__Capnocytophaga|s__ochracea
h5,g__Streptomyces|s__lavendulae
h3,g__Wolbachia|s__endosymbiont of Drosophila mauritiana
71,g__Paraburkholderia|s__graminis
h7,g__Micrococcus|s__sp. A1
h5,g__Methylotenera|s__versatilis
h3,g__Ralstonia|s__pseudosolanacearum
o__Corynebacteriales,g__Segniliparus|s__rotundus
h6,g__Arthrobacter|s__dokdonellae
h7,g__Serratia|s__sp. JKS000199
h0,g__Friedmanniella|s__luteola
h8,g__Streptococcus|s__pneumoniae
h0,g__Sphingomonas|s__sp. AE3
h2,g__Candidatus Methylopumilus|s__universalis
h2,g__Curtobacterium|s__sp. csp3
h0,g__Roseovarius|s__sp. TM1035
h1,g__Pseudomonas|s__sp. bs2935
h6,g__Pseudomonas|s__syringae
h4,g__Salimicrobium|s__jeotgali
h9,g__Streptococcus|s__sp. HSISM1
h8,g__Comamonas|s__aquatica
h5,g__Empedobacter|s__brevis
h0,g__Corynebacterium|s__suranareeae
h6,g__Staphylococcus|s__aureus
h6,g__Algibacter|s__alginicilyticus
h4,g__Bartonella|s__quintana
h1,g__Lentilactobacillus|s__Lactobacillus parabuchneri
h5,g__Methanosarcina|s__vacuolata
h0,g__Candidatus Kinetoplastibacterium|s__desouzaii
h2,g__Paenibacillus|s__xylanilyticus
o__Enterobacterales,g__Erwinia|s__sp. J780
h0,g__Nocardioides|s__daphniae
h5,g__Hydrogenophaga|s__sp. BA0156
h8,g__Sphingomonas|s__sp. HMP9
h4,g__Corynebacterium|s__jeikeium
o__Rhizobiales,g__Rhizobium|s__sp. WL3
L-ValineValineD-ValineConsumptionimport,g__Bacteroides|s__thetaiotaomicron
h2,g__Thermochromatium|s__tepidum
h8,g__Pasteurella|s__skyensis
h7,g__Streptococcus|s__ferus
h6,g__Acholeplasma|s__palmae
h3,g__Komagataeibacter|s__rhaeticus
h2,g__Mesorhizobium|s__ciceri
o__Fusobacteriales,g__Leptotrichia|s__hongkongensis
h8,g__Streptomyces|s__sp. GS7
h9,g__Deinococcus|s__gobiensis
h7,g__Rahnella|s__inusitata
h9,g__Paraglaciecola|s__sp. L3A3
h3,g__Methanosarcina|s__siciliae
h6,g__Synechococcus|s__sp. A15-24
h5,g__Saccharopolyspora|s__spinosa
o__Pseudomonadales,g__Pseudomonas|s__saudiphocaensis
h6,g__Oscillatoria|s__nigro-viridis
h9,g__Sporolactobacillus|s__terrae
o__Corynebacteriales,g__Corynebacterium|s__glyciniphilum
h2,g__Mycoplasma|s__phocidae
h3,g__Staphylococcus|s__kloosii
h2,g__Sphingopyxis|s__granuli
h0,g__Mesoplasma|s__lactucae
h4,g__Cellulosimicrobium|s__sp. 72-3
h9,g__Winogradskyella|s__sp. PC-19
h9,g__Lactobacillus|s__kefiranofaciens
h9,g__Rickettsia|s__peacockii
o__Desulfovibrionales,g__Lawsonia|s__intracellularis
h8,g__Planococcus|s__antarcticus
h3,g__Muricauda|s__ruestringensis
o__Rhodospirillales,g__Hypericibacter|s__adhaerens
h1,g__Chryseobacterium|s__sp. StRB126
h3,g__Wolbachia|s__endosymbiont of Dipetalonema caudispina
h9,g__Polaromonas|s__sp. H1N
h3,g__Massilia|s__putida
h0,g__Polaribacter|s__sp. KT25b
h9,g__Francisella|s__hispaniensis
h6,g__Monoglobus|s__pectinilyticus
o__Pasteurellales,g__Rodentibacter|s__sp. DSM 111151
h9,g__Aerococcus|s__christensenii
h6,g__Lactobacillus|s__acetotolerans
AcetateConsumptionimportproductionexport,g__Faecalibacterium|s__prausnitzii
h2,g__Microcystis|s__viridis
h8,g__Lactobacillus|s__crispatus
h9,g__Alteromonas|s__addita
h9,g__Mycobacteroides|s__immunogenum
h3,g__Conexivisphaera|s__calidus
h0,g__Limnobacter|s__sp. SAORIC-580
h1,g__Hymenobacter|s__sp. DG01
h8,g__Chryseobacterium|s__sp. 7-3A
o__Vibrionales,g__Grimontia|s__hollisae
113,g__Kocuria|s__indica
h1,g__Cellvibrio|s__sp. KY-GH-1
h3,g__Synechococcus|s__sp. KORDI-52
o__Micrococcales,g__Ornithinimicrobium|s__pratense
191,g__Mycolicibacterium|s__anyangense
h4,g__Caldanaerobacter|s__subterraneus
h0,g__Sphingobium|s__yanoikuyae
o__Pasteurellales,g__Mannheimia|s__sp. USDA-ARS-USMARC-1261
h4,g__Synechococcus|s__sp. PCC 7502
h8,g__Sphingobium|s__baderi
h9,g__Streptococcus|s__sp. LPB0220
h3,g__Chloroflexus|s__aggregans
h3,g__Sulfuricaulis|s__limicola
h2,g__Microbacterium|s__esteraromaticum
h1,g__Acinetobacter|s__larvae
h4,g__Adlercreutzia|s__equolifaciens
h7,g__Parvibaculum|s__lavamentivorans
h4,g__Nocardioides|s__sp. HDW12B
h7,g__Coprothermobacter|s__proteolyticus
h2,g__Pectobacterium|s__brasiliense
o__Aeromonadales,g__Zobellella|s__denitrificans
h0,g__Brevundimonas|s__sp. MF30-B
h8,g__Sphingobium|s__sp. TKS
output,CholineConsumptionimport
h6,g__Mycoplasma|s__citelli
h5,g__Bacillus|s__circulans
h9,g__Alistipes|s__megaguti
h9,g__Thermaerobacter|s__sp. FW80
h5,g__Treponema|s__azotonutricium
h5,g__Arenibacter|s__algicola
h7,g__Neorickettsia|s__findlayensis
h4,g__Corynebacterium|s__suranareeae
h1,g__Chryseobacterium|s__sp. F5649
h7,g__Halomonas|s__sp. A3H3
o__Synergistales,g__Aminomonas|s__paucivorans
PantothenicacidVitaminB5PantothenateConsumptionimport,g__Streptococcus|s__parasanguinis
h9,g__Lysinibacillus|s__sp. YS11
h6,g__Streptomyces|s__sp. fd1-xmd
h7,g__Citrobacter|s__sp. SL156
h3,g__Agrobacterium|s__vitis
h2,g__Devosia|s__sp. I507
h7,g__Methanosphaera|s__stadtmanae
h8,g__Thiomicrospira|s__cyclica
h9,g__Candidatus Phytoplasma|s__Chinaberry witches'-broom phytoplasma
h3,g__Nostoc|s__linckia
h2,g__Haliscomenobacter|s__hydrossis
h1,g__Pseudonocardia|s__sp. HH130629-09
h1,g__Gordonia|s__rubripertincta
h1,g__Serratia|s__ureilytica
h2,g__Alistipes|s__dispar
h5,g__Aquitalea|s__denitrificans
h8,g__Paenibacillus|s__sp. M-152
h0,g__Methylocystis|s__sp. SC2
h8,g__Sandaracinobacter|s__sp. M6
h9,g__Rhizobium|s__lusitanum
h9,g__Altererythrobacter|s__sp. TH136
h3,g__Comamonas|s__koreensis
h4,g__Paraoerskovia|s__marina
h7,g__Francisella|s__uliginis
h3,g__Bordetella|s__trematum
h2,g__Candidatus Phytoplasma|s__Maize bushy stunt phytoplasma
h4,g__Exiguobacterium|s__sp. Helios
h5,g__Erysipelothrix|s__inopinata
o__Bacillales,g__Geobacillus|s__sp. Y4.1MC1
h8,g__Halolamina|s__sp. CBA1230
o__Rickettsiales,g__Wolbachia|s__endosymbiont of Cruorifilaria tuberocauda
h3,g__Paludibacter|s__propionicigenes
o__Aquificales,g__Sulfurihydrogenibium|s__azorense
h0,g__Pseudomonas|s__multiresinivorans
o__Lactobacillales,g__Ligilactobacillus|s__Lactobacillus animalis
h3,g__Limosilactobacillus|s__Lactobacillus frumenti
h4,g__Thermodesulfobacterium|s__sp. TA1
h5,g__Desulfurobacterium|s__thermolithotrophum
h6,g__Vibrio|s__panuliri
h7,g__Corynebacterium|s__sp. zg-320
h7,g__Bradyrhizobium|s__sp. 1(2017)
h8,g__Thermococcus|s__siculi
h9,g__Paenibacillus|s__sp. M-152
h9,g__Bradyrhizobium|s__guangxiense
h9,g__Marinomonas|s__arctica
h2,g__Shigella|s__flexneri
h2,g__Sphaerotilus|s__natans
h4,g__Streptomyces|s__ferrugineus
h5,g__Candidatus Cytomitobacter|s__indipagum
h5,g__Luteitalea|s__pratensis
h6,g__Sulfuriferula|s__sp. AH1
h9,g__Thalassotalea|s__sp. LPB0316
h8,g__Spirosoma|s__sp. PL0136
h6,g__Starkeya|s__novella
h3,g__Leptotrichia|s__wadei
h6,g__Leptospira|s__tipperaryensis
output,39
o__Micromonosporales,g__Micromonospora|s__auratinigra
h0,g__Vibrio|s__aphrogenes
h1,g__Myxococcus|s__stipitatus
h6,g__Enterococcus|s__sp. M190262
h6,g__Alcanivorax|s__sp. N3-2A
h7,g__Streptomyces|s__sp. KPB2
h0,g__Filifactor|s__alocis
h1,g__Enterocloster|s__bolteae
h5,g__Mesorhizobium|s__sp. NZP2077
o__Flavobacteriales,g__Flavobacterium|s__album
h1,g__Nitratifractor|s__salsuginis
10,g__Bacillus|s__sonorensis
h3,g__Enterococcus|s__casseliflavus
h4,g__Pseudomonas|s__sp. C27(2019)
h5,g__Glutamicibacter|s__arilaitensis
h7,g__Rhizobium|s__sp. ADMK78
h3,g__Moraxella|s__bovoculi
h4,g__Kineobactrum|s__sp. M2
h2,g__Mycobacterium|s__ulcerans
h8,g__Thermosulfurimonas|s__marina
h4,g__Sphingobacterium|s__sp. ML3W
h5,g__Deinococcus|s__deserti
h9,g__Rickettsia|s__rickettsii
AcetateProductionexport,g__Bifidobacterium|s__pseudocatenulatum
h2,g__Neomicrococcus|s__aestuarii
h7,g__Cedecea|s__lapagei
h8,g__Spiroplasma|s__clarkii
h6,g__Enterococcus|s__faecium
h4,g__Candidatus Nitrosomarinus|s__catalina
h2,g__Jeotgalibaca|s__arthritidis
h1,g__Sphingobacterium|s__psychroaquaticum
h7,g__Agromyces|s__protaetiae
h6,g__Glaesserella|s__parasuis
h7,g__Yersinia|s__similis
h1,g__Lactobacillus|s__sp. PC121B
h1,g__Stackebrandtia|s__nassauensis
h2,g__Spirosoma|s__radiotolerans
h2,g__Bacillus|s__thermoamylovorans
h3,g__Agrobacterium|s__sp. MA01
h6,g__Flavobacterium|s__arcticum
o__Lactobacillales,g__Streptococcus|s__suis
h2,g__Bradyrhizobium|s__sp. CCBAU 21365
h4,g__Escherichia|s__marmotae
h9,g__Microbacterium|s__sp. Se63.02b
h5,g__Burkholderia|s__thailandensis
h5,g__Campylobacter|s__lari
o__Bacillales,g__Bacillus|s__cohnii
h8,g__Xanthomonas|s__oryzae
h0,g__Hypericibacter|s__terrae
o__Enterobacterales,g__Enterobacter|s__soli
h3,g__Hymenobacter|s__qilianensis
h0,g__Paenibacillus|s__sp. FSL P4-0081
h0,g__Pseudomonas|s__sp. DR 5-09
h4,g__Micromonospora|s__coriariae
h8,g__Catenulispora|s__acidiphila
h8,g__Bradyrhizobium|s__zhanjiangense
o__Pseudomonadales,g__Psychrobacter|s__sp. P2G3
h6,g__Chryseobacterium|s__manosquense
h9,g__Pontibacter|s__akesuensis
o__Enterobacterales,g__Yersinia|s__hibernica
h9,g__Chryseoglobus|s__indicus
o__Burkholderiales,g__Paraburkholderia|s__terricola
h9,g__Roseibacterium|s__elongatum
L-ArginineArginineConsumptionimport,g__Clostridium|s__sporogenes
h9,g__Paracoccus|s__aminophilus
h2,g__Mycoplasma|s__sp. 1654_15
h9,g__Methylobacterium|s__sp. XJLW
h6,g__Mycobacterium|s__kansasii
h3,g__Candidatus Kinetoplastibacterium|s__desouzaii
h5,g__Antarcticibacterium|s__sp. PAMC 28998
h9,g__Geobacillus|s__sp. 44B
h4,g__Pseudomonas|s__tolaasii
h2,g__Acetobacter|s__pomorum
h9,g__Comamonas|s__aquatica
h0,g__Paenibacillus|s__sp. JZ16
h6,g__Bacteriovorax|s__stolpii
o__Lactobacillales,g__Lactococcus|s__sp. TMW21612
h3,g__Bacillus|s__sp. SJ-10
o__Rhodobacterales,g__Paracoccus|s__liaowanqingii
h0,g__Duncaniella|s__dubosii
h9,g__Synechococcus|s__lividus
h2,g__Halomonas|s__sp. A3H3
h6,g__Rhodococcus|s__sp. M8
h0,g__Bacteroides|s__sp. PHL 2737
h9,g__Starkeya|s__sp. ORNL1
312,g__Streptomyces|s__olivaceus
h8,g__Candidatus Fukatsuia|s__symbiotica
h9,g__Neisseria|s__sp. 10022
h4,g__Nesterenkonia|s__sp. NBAIMH1
h6,g__Kocuria|s__palustris
o__Clostridiales,g__Intestinimonas|s__butyriciproducens
h2,g__Roseburia|s__hominis
h2,g__Bacillus|s__sp. ms-22
h5,g__Sphingobacterium|s__sp. CZ-2
h8,g__Acinetobacter|s__defluvii
h8,g__Vibrio|s__furnissii
H2SHS-Productionexport,g__Desulfobulbus|s__propionicus
h7,g__Myroides|s__odoratus
h7,g__Microbacterium|s__esteraromaticum
o__Propionibacteriales,g__Pimelobacter|s__simplex
h0,g__Weissella|s__sp. HDW19
o__Cytophagales,g__Spirosoma|s__sp. KCTC 42546
o__Methylococcales,g__Methylomicrobium|s__buryatense
h3,g__Acetobacter|s__aceti
h7,g__Candidatus Mikella|s__endobia
h7,g__Citrobacter|s__sp. LUTT5
h6,g__Micromonospora|s__inositola
h4,g__Flavobacterium|s__sp. KBS0721
h4,g__Thermovirga|s__lienii
h0,g__Microbacterium|s__sp. YJN-G
h7,g__Rathayibacter|s__sp. VKM Ac-2760
h1,g__Polymorphum|s__gilvum
h7,g__Streptomyces|s__cacaoi
h7,g__Paenisporosarcina|s__antarctica
h5,g__Planococcus|s__sp. Y42
o__Rhizobiales,g__Devosia|s__sp. MC521
h8,g__Nonlabens|s__sp. SY33080
h1,g__Candidatus Atelocyanobacterium|s__thalassa
3,g__Synechococcus|s__sp. SYN20
h8,g__Calothrix|s__parietina
h7,g__Lactobacillus|s__amylovorus
h8,g__Acidithiobacillus|s__thiooxidans
h4,g__Dietzia|s__lutea
h0,g__Steroidobacter|s__endosymbiont of Euscepes postfasciatus
h0,g__Pseudolabrys|s__taiwanensis
h0,g__Thermococcus|s__sp. IRI35c
h5,g__Yersinia|s__massiliensis
h0,g__Pantoea|s__vagans
o__Flavobacteriales,g__Chryseobacterium|s__nakagawai
h1,g__Amycolatopsis|s__sp. BJA-103
h4,g__Spiroplasma|s__chrysopicola
h0,g__Spirosoma|s__sp. I-24
h0,g__Arthrobacter|s__sp. PGP41
h3,g__Enterococcus|s__gilvus
h1,g__Microbacterium|s__sp. A18JL241
h4,g__Hydrogenobacter|s__sp. T-8
h7,g__Staphylococcus|s__piscifermentans
h9,g__Cnuibacter|s__physcomitrellae
h9,g__Thermotoga|s__sp. RQ2
h5,g__Mycolicibacterium|s__neoaurum
h1,g__Porphyrobacter|s__neustonensis
h6,g__Synechococcus|s__sp. PROS-7-1
h4,g__Vibrio|s__casei
h8,g__Clavibacter|s__sp. DM1
h7,g__Sulfitobacter|s__sp. DFL14
h8,g__Auraticoccus|s__monumenti
h6,g__Obesumbacterium|s__proteus
o__Desulfobacterales,g__Desulfopila|s__sp. IMCC35005
h4,g__Cellulosimicrobium|s__sp. TH-20
h5,g__Sulfurimonas|s__autotrophica
h8,g__Methylomonas|s__sp. LW13
28,g__Pseudonocardia|s__sp. HH130630-07
0,g__Limnoglobus|s__roseus
h1,g__Methylobacterium|s__phyllosphaerae
h3,g__Streptomyces|s__sp. W1SF4
h3,g__Mycoplasma|s__cynos
h5,g__Bartonella|s__henselae
h6,g__Acidithiobacillus|s__sp. 'AMD consortium'
h7,g__Bacillus|s__sp. FJAT-42376
h6,g__Corynebacterium|s__sp. 23H37-10
h7,g__Mycoplasma|s__sp. Mirounga ES2806-GEN
h3,g__Campylobacter|s__upsaliensis
h3,g__Nakamurella|s__sp. s14-144
h9,g__Paraglaciecola|s__sp. L1A13
h2,g__Rhodococcus|s__sp. AQ5-07
2,g__Butyrivibrio|s__hungatei
o__Enterobacterales,g__Citrobacter|s__sp. RHBSTW-00678
h6,g__Sedimenticola|s__thiotaurini
h3,g__Polynucleobacter|s__paneuropaeus
h4,g__Neisseria|s__animalis
h6,g__Sulfurimonas|s__Candidatus Sulfurimonas marisnigri
h6,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia cincticornis
h8,g__Nocardioides|s__sp. CF8
h0,g__Croceicoccus|s__naphthovorans
h8,g__Brucella|s__microti
h7,g__Streptosporangium|s__sp. 'caverna'
h7,g__Asticcacaulis|s__excentricus
h5,g__Arthrobacter|s__sp. J3.49
h9,g__Zymomonas|s__mobilis
h7,g__Kocuria|s__palustris
h9,g__Kosmotoga|s__olearia
h5,g__Chlamydia|s__abortus
output,168
H2HydrogenProductionexport,g__Clostridium|s__ljungdahlii
h5,g__Streptococcus|s__gordonii
h6,g__Bacillus|s__sp. DSL-17
h3,g__Nonlabens|s__sediminis
h4,g__Bosea|s__vaviloviae
h7,g__Thermomonas|s__sp. HDW16
h7,g__Agrobacterium|s__tumefaciens
h7,g__Bacillus|s__sp. H15-1
h8,g__Alteromonas|s__sp. 76-1
h4,g__Aliivibrio|s__fischeri
h8,g__Pseudomonas|s__veronii
o__Legionellales,g__Tatlockia|s__micdadei
h1,g__Nitrosococcus|s__wardiae
h2,g__Streptococcus|s__canis
h6,g__Enterococcus|s__sp. CR-Ec1
h0,g__Methanoregula|s__formicica
175,g__Cellulomonas|s__sp. JZ18
L-AspartateAspartateD-AspartateConsumptionimport,g__Acetohalobium|s__arabaticum
o__Enterobacterales,g__Enterobacter|s__sp. Crenshaw
h5,g__Pseudomonas|s__sp. Lz4W
h8,g__Bordetella|s__genomosp. 8
h9,g__Methylocystis|s__bryophila
h9,g__Pseudomonas|s__sediminis
192,g__Chlamydia|s__gallinacea
h7,g__Methylophaga|s__frappieri
h3,g__Mycobacterium|s__kansasii
h2,g__Vibrio|s__sp. Scap24
h4,g__Streptococcus|s__ratti
h5,g__Chlorobaculum|s__parvum
h1,g__Weeksella|s__virosa
h9,g__Sinorhizobium|s__medicae
h9,g__Mycetohabitans|s__rhizoxinica
h8,g__Halomonas|s__sp. N3-2A
h7,g__Proteiniphilum|s__saccharofermentans
h4,g__Pseudoalteromonas|s__sp. A25
h3,g__Thermococcus|s__cleftensis
h5,g__Thermoanaerobacterium|s__aotearoense
AcetateProductionexport,g__Acholeplasma|s__laidlawii
h7,g__Flavobacterium|s__commune
h0,g__Fervidobacterium|s__changbaicum
h4,g__Swingsia|s__samuiensis
h7,g__Azoarcus|s__sp. DN11
o__Thermococcales,g__Thermococcus|s__profundus
NiacinVitaminB3NicotinicacidNicotinateNicotinamideVitaminB3Consumptionimport,g__Brucella|s__suis
o__Burkholderiales,g__Herbaspirillum|s__rubrisubalbicans
h2,g__Lactobacillus|s__jensenii
o__Corynebacteriales,g__Corynebacterium|s__ulcerans
h9,g__Treponema|s__phagedenis
3,g__Capnocytophaga|s__endodontalis
h3,g__Dokdonia|s__sp. PRO95
h4,g__Histophilus|s__somni
h8,g__Vibrio|s__aphrogenes
h1,g__Azospirillum|s__humicireducens
h9,g__Dolosigranulum|s__pigrum
h0,g__Ottowia|s__sp. oral taxon 894
h2,g__Chryseobacterium|s__sp.
h1,g__Corallococcus|s__macrosporus
AcetateProductionexport,g__Megamonas|s__hypermegale
h3,g__Blautia|s__sp. LZLJ-3
TaurodeoxycholateConsumptionimport,g__Lactobacillus|s__johnsonii
h6,g__Enterobacter|s__sp. RHBSTW-00975
h1,g__Allofrancisella|s__inopinata
output,FructanInulinLevanMacromoleculedegradation
h2,g__Serratia|s__fonticola
h9,g__Mycoplasma|s__struthionis
h6,g__Rhodovulum|s__sulfidophilum
h4,g__Deefgea|s__sp. D17
h9,g__Halarcobacter|s__ebronensis
o__Rhizobiales,g__Rhizobium|s__rhizoryzae
h0,g__Herbiconiux|s__sp. SALV-R1
h0,g__Campylobacter|s__sputorum
h5,g__Geobacillus|s__[Bacillus] caldolyticus
h5,g__Myxococcus|s__stipitatus
o__Bacteroidales,g__Bacteroides|s__caecimuris
o__Micrococcales,g__Pseudactinotalea|s__sp. HY158
h5,g__Wolbachia|s__endosymbiont of Cimex lectularius
h1,g__Agrobacterium|s__larrymoorei
h1,g__Bradyrhizobium|s__sp. CCBAU 51765
h5,g__Thermosediminibacter|s__oceani
SulfateSulfuricacidConsumptionimport,g__Caldivirga|s__maquilingensis
h2,g__Ehrlichia|s__chaffeensis
h5,g__Clostridium|s__estertheticum
output,NH3AmmoniaNH4AmmoniumConsumptionimport
h6,g__Paenibacillus|s__ihbetae
h2,g__Lysobacter|s__sp. CW239
h7,g__Streptomyces|s__sp. W75
h5,g__Nibricoccus|s__aquaticus
h5,g__Sulfurimonas|s__Candidatus Sulfurimonas baltica
h8,g__Desulfurivibrio|s__alkaliphilus
2,g__Pseudothermotoga|s__thermarum
h4,g__Gemmata|s__sp. SH-PL17
h7,g__Nostoc|s__sp. TCL26-01
h9,g__Flavisolibacter|s__tropicus
h5,g__Paraclostridium|s__bifermentans
h1,g__Dermabacter|s__jinjuensis
h1,g__Mycoplasma|s__fermentans
h4,g__Citrobacter|s__sp. RHBSTW-00678
h8,g__Brevundimonas|s__naejangsanensis
h4,g__Psychromonas|s__ingrahamii
h6,g__Ephemeroptericola|s__cinctiostellae
h9,g__Shewanella|s__sp. Arc9-LZ
h9,g__Pigmentiphaga|s__aceris
h7,g__Mycobacteroides|s__[Mycobacterium] stephanolepidis
h1,g__Cutibacterium|s__avidum
h6,g__Ferrovibrio|s__terrae
h4,g__Microbacterium|s__sp. A18JL200
h6,g__Citrobacter|s__braakii
h6,g__Candidatus Pelagibacter|s__sp. FZCC0015
h2,g__Staphylococcus|s__schleiferi
EthanolProductionexport,g__Escherichia|s__coli
h2,g__Rhodococcus|s__hoagii
h3,g__Butyrivibrio|s__proteoclasticus
h8,g__Raoultella|s__sp. X13
